neighborhood_code,exposure_month,landsat,modis,era5,landsat-7, persiann
17,1/1/2022 00:00,43.26440307,35.78630934,27.4753537,29.11971485,0.010839469
17,1/2/2022 00:00,42.74257665,36.08673618,27.29241224,31.79063001,0.010784726
17,1/3/2022 00:00,36.48095468,38.24483801,27.83811757,37.71725123,0.029030825
18,1/11/2018 00:00,42.38031445,32.64891239,27.99679103,39.48724175,0.362527864
18,1/12/2018 00:00,39.43375873,33.16288792,25.89855971,41.03172882,0.01543888
18,1/1/2019 00:00,36.14272468,33.68804362,24.92674734,26.17771963,0.009214029
18,1/2/2019 00:00,40.49274397,35.4574854,26.63125966,37.65072826,0.096126088
18,1/3/2019 00:00,46.26853882,38.04887514,26.92500055,45.93876624,0.120819146
18,1/4/2019 00:00,47.04121471,41.8798702,29.76727651,50.11057004,0.180504218
18,1/5/2019 00:00,50.58550296,41.01077416,28.50936507,48.47911696,0.018944175
18,1/6/2019 00:00,42.33441559,39.53184562,28.63023013,48.19625279,3.230500152
18,1/7/2019 00:00,51.77379927,33.82843768,28.28393754,39.03586124,9.498304792
18,1/8/2019 00:00,30.83348269,33.09017531,26.75893445,34.0706303,25.27747513
18,1/9/2019 00:00,36.66352768,30.59606198,27.0738013,16.11461119,18.17597912
18,1/10/2019 00:00,38.01899021,30.47491104,27.60017686,5.321379116,6.188017329
18,1/11/2019 00:00,42.50064859,33.85742945,28.61726688,38.69427429,0.319042053
18,1/12/2019 00:00,40.08982122,33.72012845,26.09969806,29.2402561,0.05425875
18,1/1/2020 00:00,42.77234048,31.2158447,25.57783889,16.13907766,0.011955763
18,1/2/2020 00:00,46.91607942,37.05354457,28.85432038,38.18658216,0.024845012
18,1/3/2020 00:00,51.49010674,39.81896657,29.32030128,44.46121899,0.017423668
18,1/4/2020 00:00,49.82899386,40.29505416,30.85478141,47.56087455,0.048522647
18,1/5/2020 00:00,51.07204067,39.01268667,29.4443524,44.10772684,0.123440955
18,1/6/2020 00:00,NaN,31.64230416,29.93402432,29.96850463,4.107575044
18,1/7/2020 00:00,24.31119709,28.00821377,27.20911918,28.43046893,20.20736624
18,1/8/2020 00:00,40.2798639,24.02719354,26.58579653,31.06554712,16.55327826
18,1/9/2020 00:00,36.08290076,28.26701596,26.48581552,NaN,34.6102516
18,1/10/2020 00:00,27.91246148,31.97870772,27.9513528,38.61738428,4.713378236
18,1/11/2020 00:00,38.71451731,34.61316899,27.25336057,41.04364192,0.274301074
18,1/12/2020 00:00,43.72558107,33.78192713,26.28828702,38.58762166,0.012494804
18,1/1/2021 00:00,39.31122405,35.2353919,26.09867173,35.72704212,0.007509147
18,1/2/2021 00:00,39.67328901,34.96728453,27.05236727,29.30319448,0.025673306
18,1/3/2021 00:00,51.04562207,37.42044831,27.72928014,37.20500945,0.00925639
